id,main_question,sub_question,question,question_num,category
29,"Access Control - Standard Questions
",Least Privilege,"Is the concept of least privilege used to accomplish assigned tasks?

",26,cmmc
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
